LocationName,lat,lng,StateDesc,TotalPopulation,CountyFIPS,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,Measure_Short
Autauga,32.5350198,-86.64301145,Alabama,55601.0,01001,26.4,23.7,29.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Baldwin,30.72811673,-87.72275422,Alabama,218022.0,01003,23.5,20.7,26.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Barbour,31.86925212,-85.39330307,Alabama,24881.0,01005,36.8,34.0,39.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Bibb,32.99854412,-87.12653219,Alabama,22400.0,01007,31.2,28.8,33.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Blount,33.98070621,-86.56784586,Alabama,57840.0,01009,30.1,27.0,33.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Bullock,32.10044482,-85.71563262,Alabama,10138.0,01011,38.1,34.9,41.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Butler,31.75259734,-86.68030416,Alabama,19680.0,01013,35.6,32.7,38.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Calhoun,33.77170768,-85.82579874,Alabama,114277.0,01015,29.3,26.5,31.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Chambers,32.91401536,-85.39238495,Alabama,33615.0,01017,32.7,30.4,35.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cherokee,34.17572884,-85.60387093,Alabama,26032.0,01019,30.9,27.7,34.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Chilton,32.84755922,-86.71886671,Alabama,44153.0,01021,33.0,30.2,36.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Choctaw,32.020526,-88.26304964,Alabama,12841.0,01023,34.0,31.4,36.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Clarke,31.67753092,-87.83050953,Alabama,23920.0,01025,35.8,32.9,38.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Clay,33.26916978,-85.86076142,Alabama,13275.0,01027,32.5,29.8,35.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cleburne,33.67451857,-85.51894991,Alabama,14987.0,01029,30.4,27.2,33.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Coffee,31.40188396,-85.98828821,Alabama,51909.0,01031,29.8,27.1,32.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Colbert,34.70084917,-87.80480288,Alabama,54762.0,01033,29.7,26.9,32.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Conecuh,31.42928542,-86.99409002,Alabama,12277.0,01035,38.6,36.1,41.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Coosa,32.93634238,-86.24787111,Alabama,10715.0,01037,33.2,30.6,35.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Covington,31.24869317,-86.45156346,Alabama,36986.0,01039,31.4,28.3,34.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Crenshaw,31.73171737,-86.31327649,Alabama,13824.0,01041,31.7,29.1,34.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cullman,34.13199197,-86.8671365,Alabama,83442.0,01043,30.9,27.8,34.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Dale,31.43150889,-85.61159073,Alabama,48956.0,01045,30.2,27.7,32.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Dallas,32.32602481,-87.1066303,Alabama,38310.0,01047,39.6,36.4,42.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
DeKalb,34.4602025,-85.8035973,Alabama,71385.0,01049,33.5,30.5,36.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Elmore,32.59685888,-86.14875636,Alabama,81887.0,01051,27.5,24.6,30.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Escambia,31.12612281,-87.16137773,Alabama,36748.0,01053,33.9,31.5,36.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Etowah,34.04522195,-86.03539165,Alabama,102501.0,01055,31.0,28.1,33.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Fayette,33.72121137,-87.73921374,Alabama,16433.0,01057,32.6,29.7,35.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Franklin,34.44238135,-87.843283,Alabama,31363.0,01059,32.6,29.6,35.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Geneva,31.09487431,-85.83932635,Alabama,26314.0,01061,34.9,32.0,38.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Greene,32.8537694,-87.95608364,Alabama,8233.0,01063,39.3,36.0,42.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Hale,32.76294506,-87.63018079,Alabama,14726.0,01065,36.8,34.2,39.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Henry,31.5149075,-85.24183736,Alabama,17209.0,01067,30.7,28.0,33.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Houston,31.15350797,-85.30249702,Alabama,104722.0,01069,31.9,29.0,34.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Jackson,34.77967706,-85.99947453,Alabama,51736.0,01071,33.3,30.3,36.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Jefferson,33.55458811,-86.89673378,Alabama,659300.0,01073,27.5,25.2,29.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lamar,33.77909349,-88.09715315,Alabama,13844.0,01075,31.1,28.3,34.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lauderdale,34.90142261,-87.65453895,Alabama,92387.0,01077,27.5,24.6,30.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lawrence,34.52187809,-87.31069915,Alabama,32957.0,01079,29.9,27.2,32.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lee,32.60099295,-85.35534328,Alabama,163941.0,01081,26.2,23.8,28.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Limestone,34.81026419,-86.98204165,Alabama,96174.0,01083,27.6,24.9,30.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lowndes,32.15495765,-86.65008014,Alabama,9974.0,01085,37.1,34.0,40.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Macon,32.38575719,-85.69271411,Alabama,18439.0,01087,35.4,32.0,38.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Madison,34.7629041,-86.5506924,Alabama,366519.0,01089,25.6,23.0,28.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Marengo,32.24802803,-87.78897342,Alabama,19066.0,01091,33.6,31.1,35.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Marion,34.13691691,-87.88740512,Alabama,29763.0,01093,31.5,28.0,35.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Marshall,34.36718343,-86.30608505,Alabama,96109.0,01095,31.3,28.0,34.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Mobile,30.78657016,-88.20658862,Alabama,413757.0,01097,29.2,26.6,31.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Monroe,31.57086205,-87.36533405,Alabama,21067.0,01099,37.0,34.5,39.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Montgomery,32.22034164,-86.20804808,Alabama,225763.0,01101,29.9,27.2,32.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Morgan,34.4534685,-86.85332071,Alabama,119089.0,01103,27.3,24.8,30.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Perry,32.63868928,-87.29439436,Alabama,9140.0,01105,40.8,37.7,43.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pickens,33.28043578,-88.08874093,Alabama,19938.0,01107,34.2,31.6,36.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pike,31.80252217,-85.94116812,Alabama,33338.0,01109,31.8,29.2,34.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Randolph,33.29367147,-85.45907232,Alabama,22725.0,01111,31.5,28.6,34.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Russell,32.28842421,-85.18445744,Alabama,57781.0,01113,32.8,30.3,35.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
St. Clair,33.71565784,-86.3149495,Alabama,88690.0,01115,29.8,26.8,33.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Shelby,33.26422221,-86.66104603,Alabama,215707.0,01117,22.8,20.3,25.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Sumter,32.58923369,-88.1995063,Alabama,12691.0,01119,35.2,32.0,38.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Talladega,33.38016157,-86.16578887,Alabama,79828.0,01121,34.3,31.7,36.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Tallapoosa,32.86282332,-85.79743161,Alabama,40497.0,01123,31.1,28.3,33.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Tuscaloosa,33.28961016,-87.52507429,Alabama,208911.0,01125,26.2,23.8,28.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Walker,33.80308206,-87.29738289,Alabama,63711.0,01127,30.9,27.9,33.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Washington,31.40764298,-88.20779087,Alabama,16378.0,01129,33.2,30.7,35.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Wilcox,31.98925616,-87.30801913,Alabama,10627.0,01131,37.6,34.6,40.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Winston,34.14919919,-87.37360952,Alabama,23660.0,01133,31.4,28.2,34.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Aleutians East,55.35903757,-161.979848,Alaska,3515.0,02013,26.8,24.8,28.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Aleutians West,52.8107872,-174.181061,Alaska,5723.0,02016,24.4,22.7,26.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Anchorage,61.1504589,-149.1141071,Alaska,291538.0,02020,19.0,17.3,20.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Bethel,60.91560276,-159.8247503,Alaska,18216.0,02050,31.3,28.3,34.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Bristol Bay,58.74223433,-156.701884,Alaska,877.0,02060,20.6,19.1,22.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Denali,63.67350143,-150.0088291,Alaska,2059.0,02068,19.2,17.1,21.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Dillingham,59.79999618,-158.2125392,Alaska,5000.0,02070,26.5,24.1,28.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Fairbanks North Star,64.80852672,-146.5624138,Alaska,98971.0,02090,19.5,17.5,21.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Haines,59.11448538,-135.5007934,Alaska,2474.0,02100,18.0,16.0,20.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Hoonah-Angoon,58.18652895,-135.3290871,Alaska,2151.0,02105,22.0,20.2,23.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Juneau,58.45102839,-134.1828501,Alaska,32113.0,02110,17.7,16.0,19.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Kenai Peninsula,60.25818708,-151.5665895,Alaska,58533.0,02122,20.3,18.0,22.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Ketchikan Gateway,55.58863162,-130.9352394,Alaska,13918.0,02130,20.8,19.0,22.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Kodiak Island,57.66814491,-153.7816117,Alaska,13345.0,02150,21.4,19.8,23.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Kusilvak,62.1574671,-163.3831265,Alaska,8303.0,02158,38.5,35.5,41.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lake and Peninsula,58.63644251,-156.1898946,Alaska,1587.0,02164,26.9,24.7,28.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Matanuska-Susitna,62.3154278,-149.5702635,Alaska,107610.0,02170,19.8,17.7,21.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Nome,64.91045824,-164.0327478,Alaska,10008.0,02180,26.7,24.6,29.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
North Slope,69.3117884,-153.4445902,Alaska,9872.0,02185,23.1,21.1,24.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Northwest Arctic,67.05603596,-159.7201294,Alaska,7671.0,02188,30.0,27.6,32.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Petersburg,56.81190828,-133.2863383,Alaska,3221.0,02195,20.4,18.2,22.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Prince of Wales-Hyder,55.50495667,-132.7096152,Alaska,6422.0,02198,24.1,22.1,26.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Sitka,57.23208595,-135.3033492,Alaska,8647.0,02220,18.4,16.6,20.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Skagway,59.55833765,-135.3374592,Alaska,1148.0,02230,17.1,15.0,19.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Southeast Fairbanks,63.87758207,-143.2062598,Alaska,6918.0,02240,21.3,19.3,23.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Valdez-Cordova,61.5583398,-144.4916418,Alaska,9164.0,02261,20.9,18.9,22.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Wrangell,56.32355894,-132.0250936,Alaska,2503.0,02275,21.6,19.6,23.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Yakutat,59.8899763,-140.3569385,Alaska,604.0,02282,23.0,21.4,24.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Yukon-Koyukuk,65.50918931,-151.3907449,Alaska,5327.0,02290,28.8,26.3,31.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Apache,35.3954111,-109.48883,Arizona,71818.0,04001,28.5,25.9,30.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cochise,31.87949959,-109.751401,Arizona,126770.0,04003,24.8,22.7,27.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Coconino,35.83863914,-111.7705891,Arizona,142854.0,04005,18.7,17.0,20.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Gila,33.80040568,-110.8132413,Arizona,53889.0,04007,26.0,23.9,28.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Graham,32.93306592,-109.8871087,Arizona,38072.0,04009,24.1,22.2,26.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Greenlee,33.21528272,-109.2401339,Arizona,9483.0,04011,23.4,21.6,25.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
La Paz,33.72903482,-113.9813104,Arizona,21098.0,04012,28.9,26.8,31.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Maricopa,33.34873471,-112.4911577,Arizona,4410824.0,04013,21.3,19.3,23.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Mohave,35.70432399,-113.7582468,Arizona,209550.0,04015,26.3,23.8,28.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Navajo,35.39967567,-110.3214398,Arizona,110445.0,04017,26.0,24.1,28.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pima,32.09739367,-111.7899304,Arizona,1039073.0,04019,21.9,19.9,24.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pinal,32.90442817,-111.3447295,Arizona,447138.0,04021,26.3,24.1,28.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Santa Cruz,31.52596855,-110.8465934,Arizona,46511.0,04023,27.9,24.5,31.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Yavapai,34.59993679,-112.5546325,Arizona,231993.0,04025,20.5,18.2,22.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Yuma,32.76937366,-113.9054902,Arizona,212128.0,04027,26.9,24.3,29.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Arkansas,34.29096754,-91.3748863,Arkansas,17769.0,05001,35.2,32.3,38.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Ashley,33.19113397,-91.76816623,Arkansas,20046.0,05003,37.9,35.0,40.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Baxter,36.28685474,-92.33709121,Arkansas,41619.0,05005,29.4,26.3,32.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Benton,36.33868245,-94.25600736,Arkansas,272608.0,05007,26.7,23.8,29.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Boone,36.30867994,-93.09130789,Arkansas,37480.0,05009,33.0,29.6,36.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Bradley,33.46670706,-92.16175892,Arkansas,10897.0,05011,36.1,33.6,38.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Calhoun,33.5579242,-92.50254644,Arkansas,5277.0,05013,34.8,31.8,37.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Carroll,36.34098375,-93.53833197,Arkansas,28223.0,05015,32.2,29.1,35.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Chicot,33.26749203,-91.29368077,Arkansas,10438.0,05017,39.7,37.0,42.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Clark,34.05109731,-93.17677056,Arkansas,22061.0,05019,32.2,29.6,34.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Clay,36.368387,-90.41752753,Arkansas,14847.0,05021,35.7,32.2,39.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cleburne,35.5386039,-92.02657971,Arkansas,24965.0,05023,31.9,28.5,35.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cleveland,33.89825014,-92.18537424,Arkansas,8018.0,05025,33.4,30.1,36.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Columbia,33.21420367,-93.22734359,Arkansas,23537.0,05027,36.1,33.3,38.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Conway,35.26219672,-92.70068272,Arkansas,20891.0,05029,33.0,30.0,35.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Craighead,35.83160874,-90.63229859,Arkansas,108558.0,05031,31.0,28.0,33.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Crawford,35.58844941,-94.24297668,Arkansas,63406.0,05033,32.3,29.4,35.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Crittenden,35.20802432,-90.30893924,Arkansas,48342.0,05035,37.4,34.6,40.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Cross,35.29535703,-90.77162753,Arkansas,16676.0,05037,35.3,32.3,37.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Dallas,33.96963779,-92.65478384,Arkansas,7182.0,05039,37.1,34.4,39.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Desha,33.83364691,-91.25357726,Arkansas,11512.0,05041,39.7,37.1,42.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Drew,33.58969442,-91.71953511,Arkansas,18328.0,05043,33.5,30.9,36.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Faulkner,35.14730833,-92.33175659,Arkansas,124806.0,05045,27.2,24.3,30.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Franklin,35.51242559,-93.89070925,Arkansas,17810.0,05047,34.5,31.1,37.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Fulton,36.38184868,-91.8181331,Arkansas,12269.0,05049,35.1,31.9,38.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Garland,34.57659951,-93.15048723,Arkansas,99154.0,05051,28.7,25.9,31.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Grant,34.28984017,-92.42388914,Arkansas,18188.0,05053,29.7,26.6,32.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Greene,36.11781055,-90.5589908,Arkansas,45325.0,05055,32.4,29.3,35.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Hempstead,33.73525161,-93.66829193,Arkansas,21741.0,05057,36.1,33.5,38.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Hot Spring,34.31759618,-92.9458125,Arkansas,33701.0,05059,31.5,28.6,34.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Howard,34.08863063,-93.99348622,Arkansas,13341.0,05061,37.3,34.5,39.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Independence,35.74162443,-91.56928386,Arkansas,37678.0,05063,32.1,28.7,35.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Izard,36.09523171,-91.91321978,Arkansas,13593.0,05065,31.7,28.9,34.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Jackson,35.59855662,-91.21410789,Arkansas,16811.0,05067,36.9,33.9,39.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Jefferson,34.26873626,-91.93188484,Arkansas,68114.0,05069,35.2,32.6,37.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Johnson,35.57042442,-93.45972872,Arkansas,26742.0,05071,37.0,33.7,40.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lafayette,33.24154014,-93.60616765,Arkansas,6682.0,05073,35.7,33.1,38.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lawrence,36.04107822,-91.10729307,Arkansas,16434.0,05075,32.5,28.9,35.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lee,34.78072086,-90.78263385,Arkansas,8985.0,05077,39.6,36.9,42.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lincoln,33.95746845,-91.73312526,Arkansas,13383.0,05079,37.2,34.4,39.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Little River,33.69972301,-94.23313382,Arkansas,12326.0,05081,34.0,31.3,36.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Logan,35.21566114,-93.71636811,Arkansas,21737.0,05083,34.2,30.8,37.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Lonoke,34.75408935,-91.88869734,Arkansas,73657.0,05085,29.8,26.8,32.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Madison,36.0109104,-93.72471538,Arkansas,16481.0,05087,34.4,31.2,37.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Marion,36.2685868,-92.68427373,Arkansas,16722.0,05089,31.4,28.1,34.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Miller,33.31104739,-93.89206062,Arkansas,43592.0,05091,33.1,30.4,35.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Mississippi,35.76390932,-90.05430128,Arkansas,41239.0,05093,37.6,34.9,40.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Monroe,34.67817821,-91.20388766,Arkansas,6900.0,05095,40.0,37.3,42.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Montgomery,34.53854423,-93.65940752,Arkansas,8924.0,05097,33.8,30.6,36.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Nevada,33.66372397,-93.30711084,Arkansas,8326.0,05099,35.5,32.9,38.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Newton,35.92023827,-93.2177712,Arkansas,7805.0,05101,32.1,28.8,35.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Ouachita,33.59337489,-92.88169493,Arkansas,23606.0,05103,36.0,33.4,38.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Perry,34.94710024,-92.9314862,Arkansas,10352.0,05105,33.4,30.1,36.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Phillips,34.42859172,-90.84788141,Arkansas,18029.0,05107,38.4,35.5,41.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pike,34.16302712,-93.65631372,Arkansas,10673.0,05109,33.3,30.2,36.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Poinsett,35.57473823,-90.66320391,Arkansas,23974.0,05111,35.5,32.2,38.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Polk,34.48593652,-94.22791298,Arkansas,20049.0,05113,35.0,31.7,38.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pope,35.44769349,-93.03400082,Arkansas,64000.0,05115,31.1,28.0,34.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Prairie,34.82960671,-91.55264098,Arkansas,8074.0,05117,33.6,30.1,36.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Pulaski,34.76991477,-92.31181185,Arkansas,392680.0,05119,26.9,24.7,29.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Randolph,36.3414338,-91.02767458,Arkansas,17948.0,05121,35.2,31.5,38.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
St. Francis,35.02173053,-90.74737815,Arkansas,25439.0,05123,38.4,35.9,41.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Saline,34.64661648,-92.67655282,Arkansas,121421.0,05125,27.5,24.5,30.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Scott,34.86065738,-94.06289549,Arkansas,10319.0,05127,37.2,34.0,40.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Searcy,35.91104278,-92.69953421,Arkansas,7958.0,05129,33.6,30.2,37.0,%,Crude Prevalence,Leisure-Time - Physical - Activity
Sebastian,35.19876858,-94.27373467,Arkansas,127753.0,05131,34.1,31.2,36.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
Sevier,33.99734907,-94.24207566,Arkansas,17139.0,05133,36.9,34.1,39.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Sharp,36.16113202,-91.47983875,Arkansas,17366.0,05135,36.2,32.8,39.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Stone,35.86015356,-92.15687671,Arkansas,12457.0,05137,34.2,30.6,37.5,%,Crude Prevalence,Leisure-Time - Physical - Activity
Union,33.17138124,-92.59714252,Arkansas,39126.0,05139,34.9,32.2,37.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Van Buren,35.58056473,-92.51564197,Arkansas,16603.0,05141,32.4,29.1,35.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Washington,35.97881814,-94.21583896,Arkansas,236961.0,05143,28.8,25.8,31.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
White,35.25617211,-91.74483397,Arkansas,78727.0,05145,33.0,29.7,36.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Woodruff,35.18577746,-91.24211404,Arkansas,6490.0,05147,36.3,33.5,39.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Yell,35.00279251,-93.41096826,Arkansas,21535.0,05149,36.4,33.5,39.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Alameda,37.64555147,-121.8893196,California,1666753.0,06001,18.5,16.9,20.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Alpine,38.59716187,-119.8207379,California,1101.0,06003,21.8,19.6,24.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Amador,38.44628731,-120.6497455,California,39383.0,06005,19.7,17.9,21.8,%,Crude Prevalence,Leisure-Time - Physical - Activity
Butte,39.6668772,-121.5995887,California,231256.0,06007,21.9,19.8,24.2,%,Crude Prevalence,Leisure-Time - Physical - Activity
Calaveras,38.20431662,-120.55399,California,45602.0,06009,19.1,17.3,21.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
Colusa,39.17712713,-122.237555,California,21627.0,06011,25.9,23.5,28.4,%,Crude Prevalence,Leisure-Time - Physical - Activity
Contra Costa,37.91916061,-121.927827,California,1150215.0,06013,17.9,16.1,19.6,%,Crude Prevalence,Leisure-Time - Physical - Activity
Del Norte,41.74313957,-123.8987443,California,27828.0,06015,24.8,22.7,26.9,%,Crude Prevalence,Leisure-Time - Physical - Activity
El Dorado,38.77927687,-120.525118,California,190678.0,06017,18.0,15.9,20.1,%,Crude Prevalence,Leisure-Time - Physical - Activity
Fresno,36.75819212,-119.6510577,California,994400.0,06019,28.4,25.9,30.7,%,Crude Prevalence,Leisure-Time - Physical - Activity
Glenn,39.59823808,-122.3909024,California,28047.0,06021,25.1,22.9,27.3,%,Crude Prevalence,Leisure-Time - Physical - Activity
